GENESIS-Tabelle: 23111-01d
Anzahl der Krankenhäuser und aufgestellte Betten nach Art;;;;;;;;;;
der Träger - kreisfreie Städte und Kreise - Stichtag;;;;;;;;;;
Grunddaten der Krankenhäuser;;;;;;;;;;
;;;Träger;Träger;Träger;Träger;Träger;Träger;Träger;Träger
;;;Insgesamt;Insgesamt;Öffentliche Träger;Öffentliche Träger;Private Träger;Private Träger;Freigemeinnützige Träger;Freigemeinnützige Träger
;;;Krankenhäuser;Aufgestellte Betten in Krankenhäusern (Jahresdurchschnitt);Krankenhäuser;Aufgestellte Betten in Krankenhäusern (Jahresdurchschnitt);Krankenhäuser;Aufgestellte Betten in Krankenhäusern (Jahresdurchschnitt);Krankenhäuser;Aufgestellte Betten in Krankenhäusern (Jahresdurchschnitt)
;;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
31.12.2013;05558;    Coesfeld, Kreis;3;856;-;-;-;-;3;856
31.12.2013;05562;    Recklinghausen, Kreis;12;4983;3;1099;-;-;9;3884
31.12.2013;05566;    Steinfurt, Kreis;9;2300;1;356;1;143;7;1801
31.12.2013;05570;    Warendorf, Kreis;7;1531;-;-;1;-;6;1531
31.12.2013;057;  Detmold, Regierungsbezirk;35;12934;12;6070;7;487;16;6377
31.12.2013;05711;    Bielefeld, krfr. Stadt;7;3954;1;1092;1;13;5;2849
31.12.2013;05754;    Gütersloh, Kreis;3;1216;2;792;-;-;1;424
31.12.2013;05758;    Herford, Kreis;3;1100;1;692;-;-;2;408
31.12.2013;05762;    Höxter, Kreis;2;978;-;-;1;153;1;825
31.12.2013;05766;    Lippe, Kreis;5;1613;2;1427;2;186;1;-
31.12.2013;05770;    Minden-Lübbecke, Kreis;9;2306;4;1651;3;135;2;520
31.12.2013;05774;    Paderborn, Kreis;6;1767;2;416;-;-;4;1351
31.12.2013;059;  Arnsberg, Regierungsbezirk;93;27178;23;8093;9;1271;61;17814
31.12.2013;05911;    Bochum, krfr. Stadt;8;3300;3;1238;1;161;4;1901
31.12.2013;05913;    Dortmund, krfr. Stadt;11;3909;4;1968;-;-;7;1941
31.12.2013;05914;    Hagen, krfr. Stadt;5;1780;-;-;1;80;4;1700
31.12.2013;05915;    Hamm, krfr. Stadt;5;1773;1;110;-;-;4;1663
31.12.2013;05916;    Herne, krfr. Stadt;5;1615;-;-;-;-;5;1615
31.12.2013;05954;    Ennepe-Ruhr-Kreis;8;2068;-;-;1;401;7;1667
31.12.2013;05958;    Hochsauerlandkreis;11;2067;4;1088;1;54;6;925
31.12.2013;05962;    Märkischer Kreis;12;2945;5;1557;2;153;5;1235
31.12.2013;05966;    Olpe, Kreis;2;832;-;-;1;286;1;546
31.12.2013;05970;    Siegen-Wittgenstein, Kreis;6;2151;1;590;1;127;4;1434
31.12.2013;05974;    Soest, Kreis;10;2053;3;724;1;9;6;1320
31.12.2013;05978;    Unna, Kreis;10;2685;2;818;-;-;8;1867
31.12.2012;05;Nordrhein-Westfalen;385;120973;82;37472;45;7703;258;75798
31.12.2012;051;  Düsseldorf, Regierungsbezirk;105;36673;20;8722;11;4526;74;23425
31.12.2012;05111;    Düsseldorf, krfr. Stadt;14;5191;2;1658;3;798;9;2735
31.12.2012;05112;    Duisburg, krfr. Stadt;9;4504;2;905;1;936;6;2663
31.12.2012;05113;    Essen, krfr. Stadt;14;5601;3;1628;1;18;10;3955
31.12.2012;05114;    Krefeld, krfr. Stadt;4;1922;-;-;1;1070;3;852
31.12.2012;05116;    Mönchengladbach, krfr. Stadt;6;2176;2;695;1;32;3;1449
31.12.2012;05117;    Mülheim an der Ruhr, krfr. Stadt;2;911;-;-;-;-;2;911
31.12.2012;05119;    Oberhausen, krfr. Stadt;4;1516;-;-;1;203;3;1313
31.12.2012;05120;    Remscheid, krfr. Stadt;3;929;-;-;1;460;2;469
31.12.2012;05122;    Solingen, krfr. Stadt;4;1161;1;714;-;-;3;447
31.12.2012;05124;    Wuppertal, krfr. Stadt;3;2107;-;-;1;961;2;1146
31.12.2012;05154;    Kleve, Kreis;7;1795;1;305;-;-;6;1490
31.12.2012;05158;    Mettmann, Kreis;13;2545;2;897;1;48;10;1600
31.12.2012;05162;    Rhein-Kreis Neuss;7;2045;3;1202;-;-;4;843
31.12.2012;05166;    Viersen, Kreis;8;1664;4;718;-;-;4;946
31.12.2012;05170;    Wesel, Kreis;7;2606;-;-;-;-;7;2606
31.12.2012;053;  Köln, Regierungsbezirk;92;26152;19;11062;15;1265;58;13825
31.12.2012;05313;    Aachen, krfr. Stadt;-;-;-;-;-;-;-;-
31.12.2012;05314;    Bonn, krfr. Stadt;10;4132;2;1923;2;110;6;2099
31.12.2012;05315;    Köln, krfr. Stadt;24;7330;6;3695;2;108;16;3527
31.12.2012;05316;    Leverkusen, krfr. Stadt;2;1095;1;735;-;-;1;360
31.12.2012;05334;    Städteregion Aachen (einschl. Stadt Aachen);10;3825;2;1981;2;94;6;1750
31.12.2012;05354;    Aachen, Kreis;-;-;-;-;-;-;-;-
31.12.2012;05358;    Düren, Kreis;7;1879;2;897;1;18;4;964
31.12.2012;05362;    Rhein-Erft-Kreis;10;1472;-;-;4;247;6;1225
31.12.2012;05366;    Euskirchen, Kreis;4;1094;1;403;-;-;3;691
31.12.2012;05370;    Heinsberg, Kreis;5;998;1;205;1;93;3;700
31.12.2012;05374;    Oberbergischer Kreis;6;1621;2;963;1;29;3;629
31.12.2012;05378;    Rheinisch-Bergischer Kreis;5;1172;2;260;-;-;3;912
31.12.2012;05382;    Rhein-Sieg-Kreis;9;1534;-;-;2;566;7;968
31.12.2012;055;  Münster, Regierungsbezirk;55;17798;8;3818;3;169;44;13811
31.12.2012;05512;    Bottrop, krfr. Stadt;2;704;1;346;-;-;1;358
31.12.2012;05513;    Gelsenkirchen, krfr. Stadt;5;1748;1;318;-;-;4;1430
31.12.2012;05515;    Münster, krfr. Stadt;9;3733;2;1696;-;-;7;2037
31.12.2012;05554;    Borken, Kreis;8;1916;-;-;1;40;7;1876
31.12.2012;05558;    Coesfeld, Kreis;3;838;-;-;-;-;3;838
31.12.2012;05562;    Recklinghausen, Kreis;12;4982;3;1102;-;-;9;3880
31.12.2012;05566;    Steinfurt, Kreis;9;2336;1;356;1;129;7;1851
31.12.2012;05570;    Warendorf, Kreis;7;1541;-;-;1;-;6;1541
31.12.2012;057;  Detmold, Regierungsbezirk;36;12915;12;6095;7;487;17;6333
31.12.2012;05711;    Bielefeld, krfr. Stadt;7;3969;1;1140;1;13;5;2816
31.12.2012;05754;    Gütersloh, Kreis;3;1216;2;792;-;-;1;424
31.12.2012;05758;    Herford, Kreis;3;1092;1;684;-;-;2;408
31.12.2012;05762;    Höxter, Kreis;3;978;-;-;1;153;2;825
31.12.2012;05766;    Lippe, Kreis;5;1596;2;1410;2;186;1;-
31.12.2012;05770;    Minden-Lübbecke, Kreis;9;2297;4;1653;3;135;2;509
31.12.2012;05774;    Paderborn, Kreis;6;1767;2;416;-;-;4;1351
31.12.2012;059;  Arnsberg, Regierungsbezirk;97;27435;23;7775;9;1256;65;18404
31.12.2012;05911;    Bochum, krfr. Stadt;8;3302;3;1240;1;161;4;1901
31.12.2012;05913;    Dortmund, krfr. Stadt;12;4653;5;2718;-;-;7;1935
31.12.2012;05914;    Hagen, krfr. Stadt;5;1782;-;-;1;80;4;1702
31.12.2012;05915;    Hamm, krfr. Stadt;5;1744;1;110;-;-;4;1634
31.12.2012;05916;    Herne, krfr. Stadt;5;1615;-;-;-;-;5;1615
31.12.2012;05954;    Ennepe-Ruhr-Kreis;9;2165;-;-;1;386;8;1779
31.12.2012;05958;    Hochsauerlandkreis;13;2067;4;599;1;54;8;1414
31.12.2012;05962;    Märkischer Kreis;12;3005;5;1588;2;153;5;1264
31.12.2012;05966;    Olpe, Kreis;3;832;-;-;1;286;2;546
31.12.2012;05970;    Siegen-Wittgenstein, Kreis;6;2161;1;590;1;127;4;1444
31.12.2012;05974;    Soest, Kreis;10;2036;3;724;1;9;6;1303
31.12.2012;05978;    Unna, Kreis;9;2073;1;206;-;-;8;1867
31.12.2011;05;Nordrhein-Westfalen;401;121556;85;37522;47;7828;269;76206
31.12.2011;051;  Düsseldorf, Regierungsbezirk;108;36774;20;8714;12;4591;76;23469
31.12.2011;05111;    Düsseldorf, krfr. Stadt;14;5211;2;1679;3;798;9;2734
31.12.2011;05112;    Duisburg, krfr. Stadt;9;4640;2;905;1;1032;6;2703
31.12.2011;05113;    Essen, krfr. Stadt;14;5585;3;1612;1;18;10;3955
31.12.2011;05114;    Krefeld, krfr. Stadt;5;1911;-;-;2;1061;3;850
31.12.2011;05116;    Mönchengladbach, krfr. Stadt;6;2207;2;695;1;32;3;1480
31.12.2011;05117;    Mülheim an der Ruhr, krfr. Stadt;2;922;-;-;-;-;2;922
31.12.2011;05119;    Oberhausen, krfr. Stadt;4;1516;-;-;1;203;3;1313
31.12.2011;05120;    Remscheid, krfr. Stadt;3;907;-;-;1;438;2;469
31.12.2011;05122;    Solingen, krfr. Stadt;4;1145;1;698;-;-;3;447
31.12.2011;05124;    Wuppertal, krfr. Stadt;5;2068;-;-;1;961;4;1107
31.12.2011;05154;    Kleve, Kreis;7;1795;1;305;-;-;6;1490
31.12.2011;05158;    Mettmann, Kreis;13;2545;2;897;1;48;10;1600
31.12.2011;05162;    Rhein-Kreis Neuss;7;2043;3;1204;-;-;4;839
31.12.2011;05166;    Viersen, Kreis;8;1673;4;719;-;-;4;954
31.12.2011;05170;    Wesel, Kreis;7;2606;-;-;-;-;7;2606
31.12.2011;053;  Köln, Regierungsbezirk;93;26153;20;11096;15;1234;58;13823
31.12.2011;05313;    Aachen, krfr. Stadt;-;-;-;-;-;-;-;-
31.12.2011;05314;    Bonn, krfr. Stadt;10;4128;2;1923;2;106;6;2099
31.12.2011;05315;    Köln, krfr. Stadt;25;7301;6;3661;3;115;16;3525
31.12.2011;05316;    Leverkusen, krfr. Stadt;2;1095;1;735;-;-;1;360
31.12.2011;05334;    Städteregion Aachen (einschl. Stadt Aachen);10;3847;2;2003;2;94;6;1750
31.12.2011;05354;    Aachen, Kreis;-;-;-;-;-;-;-;-
31.12.2011;05358;    Düren, Kreis;7;1879;2;897;1;18;4;964
31.12.2011;05362;    Rhein-Erft-Kreis;10;1467;-;-;4;242;6;1225
31.12.2011;05366;    Euskirchen, Kreis;4;1094;1;403;-;-;3;691
31.12.2011;05370;    Heinsberg, Kreis;5;998;1;205;1;93;3;700
31.12.2011;05374;    Oberbergischer Kreis;6;1638;3;1009;-;-;3;629
31.12.2011;05378;    Rheinisch-Bergischer Kreis;5;1172;2;260;-;-;3;912
31.12.2011;05382;    Rhein-Sieg-Kreis;9;1534;-;-;2;566;7;968
31.12.2011;055;  Münster, Regierungsbezirk;59;18081;8;3836;3;187;48;14058
31.12.2011;05512;    Bottrop, krfr. Stadt;2;703;1;346;-;-;1;357
31.12.2011;05513;    Gelsenkirchen, krfr. Stadt;5;1779;1;349;-;-;4;1430
31.12.2011;05515;    Münster, krfr. Stadt;9;3720;2;1683;-;-;7;2037
31.12.2011;05554;    Borken, Kreis;8;1946;-;-;1;40;7;1906
31.12.2011;05558;    Coesfeld, Kreis;3;838;-;-;-;-;3;838
31.12.2011;05562;    Recklinghausen, Kreis;16;5240;3;1102;-;-;13;4138
31.12.2011;05566;    Steinfurt, Kreis;9;2297;1;356;1;127;7;1814
31.12.2011;05570;    Warendorf, Kreis;7;1558;-;-;1;20;6;1538
31.12.2011;057;  Detmold, Regierungsbezirk;39;12945;13;6103;7;472;19;6370
31.12.2011;05711;    Bielefeld, krfr. Stadt;7;3601;1;1142;1;13;5;2446
31.12.2011;05754;    Gütersloh, Kreis;4;1408;2;786;-;-;2;622
31.12.2011;05758;    Herford, Kreis;4;1299;1;680;-;-;3;619
31.12.2011;05762;    Höxter, Kreis;3;974;-;-;1;153;2;821
31.12.2011;05766;    Lippe, Kreis;5;1584;2;1413;2;171;1;-
31.12.2011;05770;    Minden-Lübbecke, Kreis;10;2312;5;1666;3;135;2;511
31.12.2011;05774;    Paderborn, Kreis;6;1767;2;416;-;-;4;1351
31.12.2011;059;  Arnsberg, Regierungsbezirk;102;27603;24;7773;10;1344;68;18486
31.12.2011;05911;    Bochum, krfr. Stadt;8;3301;3;1240;1;161;4;1900
31.12.2011;05913;    Dortmund, krfr. Stadt;12;4321;5;2576;-;-;7;1745
31.12.2011;05914;    Hagen, krfr. Stadt;5;1767;-;-;1;80;4;1687
31.12.2011;05915;    Hamm, krfr. Stadt;6;1848;1;110;-;-;5;1738
31.12.2011;05916;    Herne, krfr. Stadt;5;1615;-;-;-;-;5;1615
31.12.2011;05954;    Ennepe-Ruhr-Kreis;9;2154;-;-;1;386;8;1768
31.12.2011;05958;    Hochsauerlandkreis;14;2155;4;599;2;142;8;1414
31.12.2011;05962;    Märkischer Kreis;12;3067;5;1567;2;153;5;1347
31.12.2011;05966;    Olpe, Kreis;3;832;-;-;1;286;2;546
31.12.2011;05970;    Siegen-Wittgenstein, Kreis;6;2151;1;590;1;127;4;1434
31.12.2011;05974;    Soest, Kreis;12;2158;3;724;1;9;8;1425
31.12.2011;05978;    Unna, Kreis;10;2234;2;367;-;-;8;1867
31.12.2010;05;Nordrhein-Westfalen;-;-;85;37522;46;6936;273;77322
31.12.2010;051;  Düsseldorf, Regierungsbezirk;-;-;20;8714;11;3647;77;24632
31.12.2010;05111;    Düsseldorf, krfr. Stadt;-;-;2;1685;3;798;9;2714
31.12.2010;05112;    Duisburg, krfr. Stadt;-;-;2;905;-;-;7;3820
31.12.2010;05113;    Essen, krfr. Stadt;-;-;3;1596;1;18;10;3955
31.12.2010;05114;    Krefeld, krfr. Stadt;-;-;-;-;2;1094;3;858
31.12.2010;05116;    Mönchengladbach, krfr. Stadt;-;-;2;695;1;32;3;1479
31.12.2010;05117;    Mülheim an der Ruhr, krfr. Stadt;-;-;-;-;-;-;2;929
31.12.2010;05119;    Oberhausen, krfr. Stadt;-;-;-;-;1;203;3;1313
31.12.2010;05120;    Remscheid, krfr. Stadt;-;-;-;-;1;493;2;469
31.12.2010;05122;    Solingen, krfr. Stadt;-;-;1;698;-;-;3;447
31.12.2010;05124;    Wuppertal, krfr. Stadt;-;-;-;-;1;961;4;1163
31.12.2010;05154;    Kleve, Kreis;-;-;1;305;-;-;6;1490
31.12.2010;05158;    Mettmann, Kreis;-;-;2;897;1;48;10;1600
31.12.2010;05162;    Rhein-Kreis Neuss;-;-;3;1204;-;-;4;843
31.12.2010;05166;    Viersen, Kreis;-;-;4;729;-;-;4;946
31.12.2010;05170;    Wesel, Kreis;-;-;-;-;-;-;7;2606
31.12.2010;053;  Köln, Regierungsbezirk;-;-;20;11127;14;1217;58;13777
31.12.2010;05313;    Aachen, krfr. Stadt;-;-;-;-;-;-;-;-
31.12.2010;05314;    Bonn, krfr. Stadt;-;-;2;1916;2;110;6;2099
31.12.2010;05315;    Köln, krfr. Stadt;-;-;6;3677;2;92;16;3511
31.12.2010;05316;    Leverkusen, krfr. Stadt;-;-;1;735;-;-;1;360
31.12.2010;05334;    Städteregion Aachen (einschl. Stadt Aachen);-;-;2;1989;2;94;6;1752
31.12.2010;05354;    Aachen, Kreis;-;-;-;-;-;-;-;-
31.12.2010;05358;    Düren, Kreis;-;-;2;897;1;18;4;964
31.12.2010;05362;    Rhein-Erft-Kreis;-;-;-;-;4;236;6;1225
31.12.2010;05366;    Euskirchen, Kreis;-;-;1;403;-;-;3;691
31.12.2010;05370;    Heinsberg, Kreis;-;-;1;205;1;93;3;666
31.12.2010;05374;    Oberbergischer Kreis;-;-;3;1060;-;-;3;629
31.12.2010;05378;    Rheinisch-Bergischer Kreis;-;-;2;245;-;-;3;912
31.12.2010;05382;    Rhein-Sieg-Kreis;-;-;-;-;2;574;7;968
31.12.2010;055;  Münster, Regierungsbezirk;-;-;8;3802;3;179;49;14031
31.12.2010;05512;    Bottrop, krfr. Stadt;-;-;1;346;-;-;1;358
31.12.2010;05513;    Gelsenkirchen, krfr. Stadt;-;-;1;368;-;-;4;1430
31.12.2010;05515;    Münster, krfr. Stadt;-;-;2;1636;-;-;7;2037
31.12.2010;05554;    Borken, Kreis;-;-;-;-;2;49;8;1876
31.12.2010;05558;    Coesfeld, Kreis;-;-;-;-;-;-;3;838
31.12.2010;05562;    Recklinghausen, Kreis;-;-;3;1096;-;-;13;4139
31.12.2010;05566;    Steinfurt, Kreis;-;-;1;356;1;130;7;1815
31.12.2010;05570;    Warendorf, Kreis;-;-;-;-;-;-;6;1538
31.12.2010;057;  Detmold, Regierungsbezirk;-;-;13;6119;7;472;21;6369
31.12.2010;05711;    Bielefeld, krfr. Stadt;-;-;1;1142;1;13;5;2446
31.12.2010;05754;    Gütersloh, Kreis;-;-;2;786;-;-;2;622
31.12.2010;05758;    Herford, Kreis;-;-;1;680;-;-;3;619
31.12.2010;05762;    Höxter, Kreis;-;-;-;-;1;153;4;811
31.12.2010;05766;    Lippe, Kreis;-;-;2;1408;2;171;1;-
31.12.2010;05770;    Minden-Lübbecke, Kreis;-;-;5;1687;3;135;2;498
31.12.2010;05774;    Paderborn, Kreis;-;-;2;416;-;-;4;1373
31.12.2010;059;  Arnsberg, Regierungsbezirk;-;-;24;7760;11;1421;68;18513
31.12.2010;05911;    Bochum, krfr. Stadt;-;-;3;1240;1;164;4;1886
31.12.2010;05913;    Dortmund, krfr. Stadt;-;-;5;2582;-;-;7;1751
31.12.2010;05914;    Hagen, krfr. Stadt;-;-;-;-;1;80;4;1687
31.12.2010;05915;    Hamm, krfr. Stadt;-;-;1;110;-;-;5;1765
31.12.2010;05916;    Herne, krfr. Stadt;-;-;-;-;-;-;5;1614
31.12.2010;05954;    Ennepe-Ruhr-Kreis;-;-;-;-;1;386;8;1762
31.12.2010;05958;    Hochsauerlandkreis;-;-;4;589;2;146;8;1424
31.12.2010;05962;    Märkischer Kreis;-;-;5;1558;2;153;5;1352
31.12.2010;05966;    Olpe, Kreis;-;-;-;-;1;286;2;546
31.12.2010;05970;    Siegen-Wittgenstein, Kreis;-;-;1;590;2;197;4;1434
31.12.2010;05974;    Soest, Kreis;-;-;3;724;1;9;8;1425
31.12.2010;05978;    Unna, Kreis;-;-;2;367;-;-;8;1867
31.12.2009;05;Nordrhein-Westfalen;-;-;86;37581;47;6965;280;77771
31.12.2009;051;  Düsseldorf, Regierungsbezirk;-;-;20;8765;14;3762;78;24683
31.12.2009;05111;    Düsseldorf, krfr. Stadt;-;-;2;1685;4;798;8;2763
31.12.2009;05112;    Duisburg, krfr. Stadt;-;-;2;905;-;-;8;3528
31.12.2009;05113;    Essen, krfr. Stadt;-;-;3;1597;2;40;10;3942
31.12.2009;05114;    Krefeld, krfr. Stadt;-;-;-;-;2;1179;3;908
31.12.2009;05116;    Mönchengladbach, krfr. Stadt;-;-;2;695;1;30;3;1479
31.12.2009;05117;    Mülheim an der Ruhr, krfr. Stadt;-;-;-;-;-;-;2;929
31.12.2009;05119;    Oberhausen, krfr. Stadt;-;-;-;-;1;203;3;1313
31.12.2009;05120;    Remscheid, krfr. Stadt;-;-;-;-;2;503;2;469
31.12.2009;05122;    Solingen, krfr. Stadt;-;-;1;698;-;-;3;447
31.12.2009;05124;    Wuppertal, krfr. Stadt;-;-;-;-;1;961;4;1163
31.12.2009;05154;    Kleve, Kreis;-;-;1;305;-;-;6;1490
31.12.2009;05158;    Mettmann, Kreis;-;-;2;897;1;48;10;1600
31.12.2009;05162;    Rhein-Kreis Neuss;-;-;3;1204;-;-;4;843
31.12.2009;05166;    Viersen, Kreis;-;-;4;779;-;-;4;946
31.12.2009;05170;    Wesel, Kreis;-;-;-;-;-;-;8;2863
31.12.2009;053;  Köln, Regierungsbezirk;-;-;20;11078;11;1072;59;13893
31.12.2009;05313;    Aachen, krfr. Stadt;-;-;-;-;-;-;-;-
31.12.2009;05314;    Bonn, krfr. Stadt;-;-;2;1908;2;110;6;2099
31.12.2009;05315;    Köln, krfr. Stadt;-;-;6;3639;1;30;16;3516
31.12.2009;05316;    Leverkusen, krfr. Stadt;-;-;1;735;-;-;1;360
31.12.2009;05334;    Städteregion Aachen (einschl. Stadt Aachen);-;-;2;1989;1;19;7;1827
31.12.2009;05354;    Aachen, Kreis;-;-;-;-;-;-;-;-
31.12.2009;05358;    Düren, Kreis;-;-;2;897;1;18;4;964
31.12.2009;05362;    Rhein-Erft-Kreis;-;-;-;-;3;236;6;1261
31.12.2009;05366;    Euskirchen, Kreis;-;-;1;403;-;-;3;691
31.12.2009;05370;    Heinsberg, Kreis;-;-;1;205;1;93;3;666
31.12.2009;05374;    Oberbergischer Kreis;-;-;3;1057;-;-;3;629
31.12.2009;05378;    Rheinisch-Bergischer Kreis;-;-;2;245;-;-;3;912
31.12.2009;05382;    Rhein-Sieg-Kreis;-;-;-;-;2;566;7;968
31.12.2009;055;  Münster, Regierungsbezirk;-;-;9;3782;3;184;52;14241
31.12.2009;05512;    Bottrop, krfr. Stadt;-;-;1;346;-;-;2;460
31.12.2009;05513;    Gelsenkirchen, krfr. Stadt;-;-;1;368;-;-;5;1818
31.12.2009;05515;    Münster, krfr. Stadt;-;-;2;1619;-;-;7;2068
31.12.2009;05554;    Borken, Kreis;-;-;-;-;2;53;9;1876
31.12.2009;05558;    Coesfeld, Kreis;-;-;-;-;-;-;3;862
31.12.2009;05562;    Recklinghausen, Kreis;-;-;4;1093;-;-;13;3772
31.12.2009;05566;    Steinfurt, Kreis;-;-;1;356;1;131;7;1815
31.12.2009;05570;    Warendorf, Kreis;-;-;-;-;-;-;6;1570
31.12.2009;057;  Detmold, Regierungsbezirk;-;-;14;6210;8;529;21;6336
31.12.2009;05711;    Bielefeld, krfr. Stadt;-;-;1;967;1;13;5;2446
31.12.2009;05754;    Gütersloh, Kreis;-;-;3;956;-;-;2;622
31.12.2009;05758;    Herford, Kreis;-;-;1;672;-;-;3;619
31.12.2009;05762;    Höxter, Kreis;-;-;-;-;1;153;4;825
31.12.2009;05766;    Lippe, Kreis;-;-;2;1401;2;168;1;-
31.12.2009;05770;    Minden-Lübbecke, Kreis;-;-;5;1746;3;135;2;487
31.12.2009;05774;    Paderborn, Kreis;-;-;2;468;1;60;4;1337
31.12.2009;059;  Arnsberg, Regierungsbezirk;-;-;23;7746;11;1418;70;18618
31.12.2009;05911;    Bochum, krfr. Stadt;-;-;3;1204;1;161;4;1886
31.12.2009;05913;    Dortmund, krfr. Stadt;-;-;4;2585;-;-;7;1751
31.12.2009;05914;    Hagen, krfr. Stadt;-;-;-;-;1;80;4;1687
31.12.2009;05915;    Hamm, krfr. Stadt;-;-;1;110;-;-;5;1771
31.12.2009;05916;    Herne, krfr. Stadt;-;-;-;-;-;-;5;1614
31.12.2009;05954;    Ennepe-Ruhr-Kreis;-;-;-;-;1;386;8;1756
31.12.2009;05958;    Hochsauerlandkreis;-;-;4;570;2;146;8;1427
31.12.2009;05962;    Märkischer Kreis;-;-;5;1594;2;153;7;1415
31.12.2009;05966;    Olpe, Kreis;-;-;-;-;1;286;2;546
31.12.2009;05970;    Siegen-Wittgenstein, Kreis;-;-;1;590;2;197;4;1448
31.12.2009;05974;    Soest, Kreis;-;-;3;726;1;9;8;1450
31.12.2009;05978;    Unna, Kreis;-;-;2;367;-;-;8;1867
31.12.2008;05;Nordrhein-Westfalen;-;-;83;36887;48;6879;287;79037
31.12.2008;051;  Düsseldorf, Regierungsbezirk;-;-;20;8739;14;3833;78;24701
31.12.2008;05111;    Düsseldorf, krfr. Stadt;-;-;2;1665;4;798;8;2749
31.12.2008;05112;    Duisburg, krfr. Stadt;-;-;2;905;-;-;8;3512
31.12.2008;05113;    Essen, krfr. Stadt;-;-;3;1588;2;42;10;3945
31.12.2008;05114;    Krefeld, krfr. Stadt;-;-;-;-;2;1206;3;908
31.12.2008;05116;    Mönchengladbach, krfr. Stadt;-;-;2;695;1;30;3;1479
31.12.2008;05117;    Mülheim an der Ruhr, krfr. Stadt;-;-;-;-;-;-;2;929
31.12.2008;05119;    Oberhausen, krfr. Stadt;-;-;-;-;1;203;3;1323
31.12.2008;05120;    Remscheid, krfr. Stadt;-;-;-;-;2;545;2;469
31.12.2008;05122;    Solingen, krfr. Stadt;-;-;1;698;-;-;3;447
31.12.2008;05124;    Wuppertal, krfr. Stadt;-;-;-;-;1;961;4;1156
31.12.2008;05154;    Kleve, Kreis;-;-;1;305;-;-;6;1490
31.12.2008;05158;    Mettmann, Kreis;-;-;2;897;1;48;10;1600
31.12.2008;05162;    Rhein-Kreis Neuss;-;-;3;1204;-;-;4;813
31.12.2008;05166;    Viersen, Kreis;-;-;4;782;-;-;4;946
31.12.2008;05170;    Wesel, Kreis;-;-;-;-;-;-;8;2935
31.12.2008;053;  Köln, Regierungsbezirk;-;-;18;10538;10;961;62;14599
31.12.2008;05313;    Aachen, krfr. Stadt;-;-;1;1313;-;-;4;988
31.12.2008;05314;    Bonn, krfr. Stadt;-;-;2;1908;2;110;6;2099
31.12.2008;05315;    Köln, krfr. Stadt;-;-;5;3106;1;30;17;3993
31.12.2008;05316;    Leverkusen, krfr. Stadt;-;-;1;735;-;-;1;360
31.12.2008;05334;    Städteregion Aachen (einschl. Stadt Aachen);-;-;-;-;-;-;-;-
31.12.2008;05354;    Aachen, Kreis;-;-;1;677;1;19;3;907
31.12.2008;05358;    Düren, Kreis;-;-;2;897;1;18;4;964
31.12.2008;05362;    Rhein-Erft-Kreis;-;-;-;-;3;218;6;1287
31.12.2008;05366;    Euskirchen, Kreis;-;-;1;403;-;-;3;691
31.12.2008;05370;    Heinsberg, Kreis;-;-;1;205;-;-;4;759
31.12.2008;05374;    Oberbergischer Kreis;-;-;3;1091;-;-;3;629
31.12.2008;05378;    Rheinisch-Bergischer Kreis;-;-;1;203;-;-;4;954
31.12.2008;05382;    Rhein-Sieg-Kreis;-;-;-;-;2;566;7;968
31.12.2008;055;  Münster, Regierungsbezirk;-;-;9;3785;3;176;53;14213
31.12.2008;05512;    Bottrop, krfr. Stadt;-;-;1;346;-;-;2;458
31.12.2008;05513;    Gelsenkirchen, krfr. Stadt;-;-;1;368;-;-;5;1795
31.12.2008;05515;    Münster, krfr. Stadt;-;-;2;1619;-;-;7;2053
31.12.2008;05554;    Borken, Kreis;-;-;-;-;2;54;9;1876
31.12.2008;05558;    Coesfeld, Kreis;-;-;-;-;-;-;4;871
31.12.2008;05562;    Recklinghausen, Kreis;-;-;4;1096;-;-;13;3775
31.12.2008;05566;    Steinfurt, Kreis;-;-;1;356;1;122;7;1815
31.12.2008;05570;    Warendorf, Kreis;-;-;-;-;-;-;6;1570
31.12.2008;057;  Detmold, Regierungsbezirk;-;-;13;6028;7;376;24;6875
31.12.2008;05711;    Bielefeld, krfr. Stadt;-;-;1;967;1;13;5;2429
31.12.2008;05754;    Gütersloh, Kreis;-;-;2;823;-;-;3;755
31.12.2008;05758;    Herford, Kreis;-;-;1;672;-;-;3;619
31.12.2008;05762;    Höxter, Kreis;-;-;1;153;-;-;4;825
31.12.2008;05766;    Lippe, Kreis;-;-;2;1401;2;168;2;120
31.12.2008;05770;    Minden-Lübbecke, Kreis;-;-;5;1804;3;135;2;530
31.12.2008;05774;    Paderborn, Kreis;-;-;1;208;1;60;5;1597
31.12.2008;059;  Arnsberg, Regierungsbezirk;-;-;23;7797;14;1533;70;18649
31.12.2008;05911;    Bochum, krfr. Stadt;-;-;3;1244;1;161;4;1886
31.12.2008;05913;    Dortmund, krfr. Stadt;-;-;4;2605;1;35;7;1759
31.12.2008;05914;    Hagen, krfr. Stadt;-;-;-;-;1;80;4;1687
31.12.2008;05915;    Hamm, krfr. Stadt;-;-;1;110;-;-;5;1768
31.12.2008;05916;    Herne, krfr. Stadt;-;-;-;-;-;-;5;1614
